"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"No","2010","2011","ME","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","14.6",,,"8.2","21.1",,,"609","46",,,"Yes","51",,,"36",,,"49",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_3"
"No","1998","1999","ME","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","47.6",,,"44.9","50.4",,,"1297","51",,,"No",,"NR","Not Reported","31",,,"32",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_2"
"No","2010","2011","ME","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","32.7",,,"29.1","36.2",,,"609","46",,,"Yes","51",,,"36",,,"49",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_1"
"No","1998","1999","ME","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","44.7",,,"42.0","47.4",,,"1297","51",,,"No",,"NR","Not Reported","31",,,"32",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_1"
"No","2010","2011","ME","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","68.5",,,"59.0","78.0",,,"609","46",,,"Yes","51",,,"36",,,"49",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_2"
"No","2000","2001","MD","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.7",,,"15.4","24.0",,,"1341","54",,,"Yes",,"NR","Not Reported","28",,,"36",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_3"
"No","2000","2001","MD","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","27.2",,,"23.0","31.4",,,"1341","54",,,"Yes",,"NR","Not Reported","28",,,"36",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_1"
"No","2011","2012","MD","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","9.6",,,"6.9","13.1",,,"865","20",,,"Yes","42",,,"36",,,"46",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_3"
"No","2011","2012","MD","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","24.6",,,"20.4","29.3",,,"865","20",,,"Yes","42",,,"36",,,"46",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_1"
"No","2011","2012","MD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","40.5",,,"35.0","46.2",,,"621","15",,,"Yes","42",,,"36",,,"46",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_2"
"No","2000","2001","MD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","23.7",,,"19.0","28.4",,,"2482","50",,,"Yes",,"NR","Not Reported","28",,,"36",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_2"
"No","2011","2012","MD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.5",,,"12.0","24.9",,,"621","15",,,"Yes","42",,,"36",,,"46",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_3"
"No","2011","2012","MD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","41.8",,,"34.5","49.5",,,"621","15",,,"Yes","42",,,"36",,,"46",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_1"
"No","2000","2001","MD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","42.4",,,"37.5","47.3",,,"2482","50",,,"Yes",,"NR","Not Reported","28",,,"36",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_1"
"No","2000","2001","MD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","25.9",,,"21.6","30.2",,,"2482","50",,,"Yes",,"NR","Not Reported","28",,,"36",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_3"
"No","2002","2003","MA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","48.2",,,"45.0","51.4",,,"3439","53",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","26",,,"Massachusetts","25","
,  
(42.27687047000046, -72.08269067499964)","3GRADE","05","CHD1_1"
"No","2002","2003","MA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","53.8",,,"49.5","58.0",,,"3439","53",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","26",,,"Massachusetts","25","
,  
(42.27687047000046, -72.08269067499964)","3GRADE","05","CHD1_2"
"No","2002","2003","MA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","25.8",,,"22.4","29.2",,,"3439","53",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","26",,,"Massachusetts","25","
,  
(42.27687047000046, -72.08269067499964)","3GRADE","05","CHD1_3"
"No","2009","2010","MI","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","26.4",,,"22.1","30.8",,,"2056","33",,,"Yes","41",,,"48",,,"43",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_2"
"No","2005","2006","MI","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","58.0",,,"54.8","61.2",,,"1586","68",,,"Yes","37",,,"40",,,"38",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_1"
"No","2009","2010","MI","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","55.9",,,"52.3","59.5",,,"2056","33",,,"Yes","41",,,"48",,,"43",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_1"
"No","2005","2006","MI","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","25.0",,,"21.4","28.6",,,"1586","68",,,"Yes","37",,,"40",,,"38",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_3"
"No","2009","2010","MI","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.1",,,"23.4","30.9",,,"2056","33",,,"Yes","41",,,"48",,,"43",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_3"
"No","2005","2006","MI","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","23.3",,,"19.7","26.9",,,"1586","68",,,"Yes","37",,,"40",,,"38",,,"Michigan","26","
,  
(44.6613195430005, -84.71439026999968)","3GRADE","05","CHD1_2"
"No","2009","2010","MN","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.9",,,"50.3","59.5",,,"1766","58",,,"No","38",,,,"NC","Not Collected","42",,,"Minnesota","27","
,  
(46.35564873600049, -94.79420050299967)","3GRADE","05","CHD1_1"
"No","2009","2010","MN","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.1",,,"14.9","21.4",,,"1766","58",,,"No","38",,,,"NC","Not Collected","42",,,"Minnesota","27","
,  
(46.35564873600049, -94.79420050299967)","3GRADE","05","CHD1_3"
"No","2009","2010","MN","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","64.1",,,"60.0","68.2",,,"1766","58",,,"No","38",,,,"NC","Not Collected","42",,,"Minnesota","27","
,  
(46.35564873600049, -94.79420050299967)","3GRADE","05","CHD1_2"
"No","2009","2010","MS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","62.8",,,"60.6","65.1",,,"1928","55",,,"Yes","74",,,"73",,,"72",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_1"
"No","2004","2005","MS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","68.9",,,"67.5","70.2",,,"2824","62",,,"Yes","70",,,,"NC","Not Collected","70",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_1"
"No","2004","2005","MS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","39.1",,,"37.7","40.5",,,"2824","62",,,"Yes","70",,,,"NC","Not Collected","70",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_3"
"No","2009","2010","MS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","30.6",,,"28.5","32.7",,,"1928","55",,,"Yes","74",,,"73",,,"72",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_3"
"No","2004","2005","MS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","25.6",,,"24.3","26.8",,,"2824","62",,,"Yes","70",,,,"NC","Not Collected","70",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_2"
"No","2009","2010","MS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","23.5",,,"21.5","25.5",,,"1928","55",,,"Yes","74",,,"73",,,"72",,,"Mississippi","28","
,  
(32.745510099000455, -89.53803082499968)","3GRADE","05","CHD1_2"
"No","2004","2005","MO","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.0",,,"26.0","28.0",,,"3535","49",,,"Yes","45",,,,"NC","Not Collected","46",,,"Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_3"
"No","1999","2000","MO","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","3031","80",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_1"
"No","2004","2005","MO","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","28.6",,,"27.6","29.6",,,"3535","49",,,"Yes","45",,,,"NC","Not Collected","46",,,"Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_2"
"No","2004","2005","MO","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.7",,,"53.6","55.8",,,"3535","49",,,"Yes","45",,,,"NC","Not Collected","46",,,"Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_1"
"No","1999","2000","MO","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","23.0",,,"22.0","24.0",,,"3031","80",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_3"
"No","1999","2000","MO","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","14.0",,,"13.0","15.0",,,"3031","80",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Missouri","29","
,  
(38.635790776000476, -92.56630005299968)","3GRADE","05","CHD1_2"
"No","2013","2015","MT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.2",,,"49.4","61.1",,,"1862","64",,,"Yes","47",,,,"NC","Not Collected","45",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_2"
"No","2013","2015","MT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","64.8",,,"59.6","69.9",,,"1862","64",,,"Yes","47",,,,"NC","Not Collected","45",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_1"
"No","2013","2015","MT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","23.8",,,"18.4","29.2",,,"1862","64",,,"Yes","47",,,,"NC","Not Collected","45",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_3"
"No","2005","2006","MT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","28.9",,,"26.1","31.9",,,"957","90",,,"No","41",,,,"NC","Not Collected","35",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_3"
"No","2005","2006","MT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","46.2",,,"43.0","49.4",,,"957","90",,,"No","41",,,,"NC","Not Collected","35",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_2"
"No","2005","2006","MT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","64.4",,,"61.3","67.4",,,"957","90",,,"No","41",,,,"NC","Not Collected","35",,,"Montana","30","
,  
(47.06652897200047, -109.42442064499971)","3GRADE","05","CHD1_1"
"No","2004","2005","NE","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.3",,,"55.0","63.6",,,"2057","92",,,"Yes","34",,,,"NC","Not Collected","34",,,"Nebraska","31","
,  
(41.6410409880005, -99.36572062299967)","3GRADE","05","CHD1_1"
"No","2004","2005","NE","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.0",,,"13.6","20.4",,,"2057","92",,,"Yes","34",,,,"NC","Not Collected","34",,,"Nebraska","31","
,  
(41.6410409880005, -99.36572062299967)","3GRADE","05","CHD1_3"
"No","2004","2005","NE","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","45.3",,,"41.3","49.2",,,"2057","92",,,"Yes","34",,,,"NC","Not Collected","34",,,"Nebraska","31","
,  
(41.6410409880005, -99.36572062299967)","3GRADE","05","CHD1_2"
